CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
noa,ken,1924-04-20,75,9.195692207758695,false
zoe,zoe,1924-04-20,90,2.549063350099198,false
jim,ada,1924-04-20,85,0.0054370592993568945,false
ana,ada,1924-04-20,73,8.026870275127969,false
luz,fox,1924-04-20,60,2.683646548473879,false
pol,ada,1924-04-20,95,9.557331041044623,false
pol,leo,1924-04-20,76,7.334258463504625,true
tim,teo,1924-04-20,61,6.8052671558871705,false
mar,max,1924-04-20,75,7.3234408767558525,false
mac,pol,1924-04-20,13,6.79995664316694,true
riu,tom,1924-04-20,11,5.761594806518225,false
mar,eva,1924-04-20,39,1.2102551626424662,true
jim,luz,1924-04-20,92,8.027734677712244,false
mac,mac,1924-04-20,33,6.367752846578821,false
ken,zoe,1924-04-20,48,4.76359574242823,false
luz,luz,1924-04-20,3,1.887201887981621,false
kia,gio,1924-04-20,46,0.9175991750352119,false
mac,jim,1924-04-20,80,1.5281397239721883,false
van,luz,1924-04-20,58,5.871394349274238,true
ben,zoe,1924-04-20,17,1.2743310313196043,false
rey,sam,1924-04-20,9,9.4802294925694,false
zoe,eva,1924-04-20,70,6.7251365903940465,false
tom,tom,1924-04-20,20,1.7711767011894208,false
eva,eva,1924-04-20,1,2.247692881055905,false
ana,kia,1924-04-20,48,4.042266400773134,false
fox,ben,1924-04-20,7,3.9817261040103924,false
eli,ken,1924-04-20,54,8.86354136347355,false
max,luz,1924-04-20,77,2.5771545514081993,false
eli,riu,1924-04-20,70,2.649118945569615,true
sam,max,1924-04-20,73,4.754086792647426,false
mar,pol,1924-04-20,86,3.561247097477902,false
zoe,ken,1924-04-20,68,7.117774747623206,false
tim,fox,1924-04-20,22,4.749301721656219,false
rey,eli,1924-04-20,72,2.577454969299099,true
max,max,1924-04-20,58,3.0885787699374676,false
mac,leo,1924-04-20,81,5.843767932057817,false
pol,gio,1924-04-20,15,0.4796101550704357,false
tom,riu,1924-04-20,2,7.346011530334614,true
fox,tom,1924-04-20,94,9.5327615952403,false
eva,mac,1924-04-20,41,6.940217373769072,false
jim,fox,1924-04-20,44,8.342029224182596,false
teo,ana,1924-04-20,27,9.202969285829237,false
sam,kia,1924-04-20,88,5.882345574076496,false
