CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
mar,ken,1924-04-20,8,9.568783231373354,false
tim,mar,1924-04-20,12,4.8992917438704975,false
riu,ken,1924-04-20,97,2.5114720349332122,false
max,joe,1924-04-20,68,1.210565976580581,false
tom,noa,1924-04-20,48,1.1808061289215444,false
riu,zoe,1924-04-20,34,6.979443470400066,false
gio,leo,1924-04-20,12,5.337061324916599,true
bob,jim,1924-04-20,60,8.54129035882481,false
mar,eva,1924-04-20,44,0.6589672919867795,false
max,kia,1924-04-20,14,6.29880513057664,false
teo,riu,1924-04-20,67,0.3847407832989891,false
pau,tom,1924-04-20,64,4.363311534256288,false
rey,tom,1924-04-20,2,1.2594946743506918,false
van,max,1924-04-20,68,7.6471286218903,false
pau,mac,1924-04-20,28,5.572290687193351,false
riu,fox,1924-04-20,91,4.197895549917352,false
eva,jim,1924-04-20,1,1.2522873355029762,true
luz,ana,1924-04-20,52,2.3588545828215226,false
pau,eli,1924-04-20,68,6.3578208340805,false
ben,jim,1924-04-20,8,9.316710238184049,false
eva,mar,1924-04-20,24,4.820843337051601,false
kia,tim,1924-04-20,42,0.7097796963092873,true
pau,ken,1924-04-20,17,0.3440261952359469,false
teo,tim,1924-04-20,13,8.569924396443463,false
tom,mar,1924-04-20,85,0.01212523655913289,true
eva,pol,1924-04-20,33,0.43203236649600685,false
noa,mar,1924-04-20,19,5.6933377106300185,false
van,eli,1924-04-20,56,7.5476436006882075,true
riu,bob,1924-04-20,74,1.248670823871938,false
fox,eva,1924-04-20,81,3.1821634851096703,false
teo,van,1924-04-20,18,8.615091585498156,false
gio,teo,1924-04-20,15,6.761973912140956,false
mac,tim,1924-04-20,87,2.8488611309360623,false
gio,noa,1924-04-20,84,9.162194905480531,false
eli,ada,1924-04-20,7,8.416806451080546,false
fox,tim,1924-04-20,19,9.000009147936701,false
gio,rey,1924-04-20,57,5.742087710046397,false
sam,eli,1924-04-20,82,5.920758807059146,false
zoe,tom,1924-04-20,46,1.9517503537960412,false
mar,bob,1924-04-20,7,9.618249026585733,false
rey,joe,1924-04-20,43,2.791001263864624,false
jim,teo,1924-04-20,81,1.2537857741440273,false
jim,mar,1924-04-20,49,9.801177184796114,false
joe,gio,1924-04-20,10,1.7259871148446715,false
ana,jim,1924-04-20,61,1.5710212372308008,false
pau,pau,1924-04-20,0,0.21913636760530042,false
jim,sam,1924-04-20,12,5.794013523510583,false
eli,pau,1924-04-20,63,1.2402234347634122,false
eli,ana,1924-04-20,25,8.729729463169933,false
eva,ada,1924-04-20,36,6.370921104679277,false
kia,kia,1924-04-20,37,4.345464089971727,true
luz,ben,1924-04-20,7,1.5678759220110816,false
kia,rey,1924-04-20,38,1.4096981462626756,true
fox,joe,1924-04-20,89,6.366191264683593,false
fox,van,1924-04-20,81,1.556420546163737,true
van,mar,1924-04-20,57,5.5004288002682,false
sam,tim,1924-04-20,43,4.807135106335862,false
teo,kia,1924-04-20,55,6.18674951513773,false
mar,pol,1924-04-20,13,9.16782590725495,false
sam,mac,1924-04-20,54,5.991346853865745,false
ben,max,1924-04-20,30,8.495636224766871,false
fox,noa,1924-04-20,5,3.3250314920135238,false
jim,eli,1924-04-20,38,3.816711946918919,false
pau,van,1924-04-20,91,7.408494149582838,false
leo,pol,1924-04-20,33,4.6160561933642255,false
gio,leo,1924-04-20,23,8.031574023136582,false
riu,ken,1924-04-20,30,6.589894389661666,true
leo,mar,1924-04-20,78,2.113333773187398,false
ana,van,1924-04-20,7,6.846737507047527,false
pol,tom,1924-04-20,89,1.1188940449297047,false
ada,mar,1924-04-20,74,6.898977235570206,false
max,pol,1924-04-20,85,1.7039807047911826,false
eva,teo,1924-04-20,91,7.479040373679582,true
jim,eva,1924-04-20,14,8.094957679165457,false
ben,zoe,1924-04-20,3,5.773397734984994,false
tim,mac,1924-04-20,60,4.383598672041229,false
noa,van,1924-04-20,84,4.244885382989967,false
ana,teo,1924-04-20,74,8.086637944753848,false
sam,bob,1924-04-20,64,1.7865086357605298,false
fox,van,1924-04-20,86,6.683234121051492,true
gio,mac,1924-04-20,48,4.845673305707904,false
leo,zoe,1924-04-20,85,5.650336643575422,false
eva,ana,1924-04-20,83,7.615335289471724,false
zoe,ana,1924-04-20,6,4.255338203559688,false
luz,ken,1924-04-20,77,0.8138430051821943,false
