CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
eva,max,1924-04-20,53,3.0847661986907546,false
joe,ken,1924-04-20,4,0.11777239414731078,false
leo,joe,1924-04-20,2,0.41832783861633915,false
zoe,bob,1924-04-20,14,4.1446317530996355,false
ana,pau,1924-04-20,89,1.112346126538628,false
mac,bob,1924-04-20,44,6.746482250609925,true
max,teo,1924-04-20,53,9.87514720707054,false
leo,ken,1924-04-20,38,3.7210957776993183,false
joe,fox,1924-04-20,43,7.542542166515692,false
ben,teo,1924-04-20,57,0.5407050223130117,false
pau,ada,1924-04-20,46,4.0570590367921335,false
luz,luz,1924-04-20,1,2.3752253418138802,false
teo,riu,1924-04-20,96,3.442089972999569,false
ana,jim,1924-04-20,34,0.1351585602411387,false
bob,pol,1924-04-20,64,1.2854004986371037,true
rey,noa,1924-04-20,49,0.1242544038307869,true
joe,kia,1924-04-20,31,8.359970726194463,false
ana,eli,1924-04-20,8,9.177288591664938,false
bob,mac,1924-04-20,31,7.144779929498958,false
tom,van,1924-04-20,34,5.500152917381839,false
rey,noa,1924-04-20,11,7.996671878564533,false
tom,ada,1924-04-20,71,2.0074248453381784,false
mar,van,1924-04-20,50,6.230175030085569,false
van,ken,1924-04-20,63,5.3961192464165,false
sam,gio,1924-04-20,68,7.243263279246895,false
rey,ada,1924-04-20,80,4.7465429619820645,false
ken,tim,1924-04-20,8,4.614207067019808,true
tim,noa,1924-04-20,3,9.544339758846768,false
gio,gio,1924-04-20,87,1.3592196950121294,false
riu,ken,1924-04-20,60,9.407190593278877,false
ken,gio,1924-04-20,54,7.405552702383661,false
tom,van,1924-04-20,9,6.242803817256411,false
van,ken,1924-04-20,91,9.753449196683944,false
luz,max,1924-04-20,73,4.252186334900122,false
pau,ana,1924-04-20,74,0.8783057178260545,false
ana,pau,1924-04-20,25,1.9953293181191456,false
noa,tim,1924-04-20,97,8.880719157899604,false
eli,mar,1924-04-20,91,9.933609119490429,false
ben,ben,1924-04-20,33,7.3862865756779,false
leo,bob,1924-04-20,29,1.8002537904587756,false
luz,mac,1924-04-20,21,9.980522924949774,false
eli,mar,1924-04-20,84,9.485154199295092,true
leo,noa,1924-04-20,31,1.0544543868571254,true
eli,bob,1924-04-20,15,2.545200005707353,true
pau,eli,1924-04-20,92,9.447110148809124,false
pol,tom,1924-04-20,94,4.987092794439569,false
riu,leo,1924-04-20,15,9.3068576058443,false
sam,gio,1924-04-20,11,7.213233088195603,true
ben,ken,1924-04-20,20,9.847159394061535,false
pau,sam,1924-04-20,40,9.441893288782106,false
max,sam,1924-04-20,12,6.9212584257704926,false
eva,leo,1924-04-20,81,1.9927335637290622,false
bob,fox,1924-04-20,96,3.8957941704864227,true
van,jim,1924-04-20,56,4.803895007220666,false
sam,pol,1924-04-20,24,3.938105677197008,false
mac,riu,1924-04-20,60,3.6978765526418056,false
eli,noa,1924-04-20,20,1.4415516318040922,false
leo,riu,1924-04-20,13,8.041451282770735,false
jim,pau,1924-04-20,20,7.080461094672663,true
pau,pau,1924-04-20,97,4.573102072377183,false
eva,eva,1924-04-20,63,1.819561305359818,false
sam,gio,1924-04-20,9,3.340676359973511,true
mac,fox,1924-04-20,15,5.619187910919965,false
noa,ben,1924-04-20,81,4.693168855290853,false
joe,pau,1924-04-20,66,7.950961791081398,false
rey,ben,1924-04-20,43,8.742385433203856,false
gio,bob,1924-04-20,10,8.977903643151265,false
pol,pol,1924-04-20,3,2.7277449281141717,false
pol,gio,1924-04-20,87,8.25726180092325,false
eli,mac,1924-04-20,26,5.190911480645688,true
sam,rey,1924-04-20,89,4.433181916768558,false
ben,eli,1924-04-20,93,8.966027141586219,false
kia,jim,1924-04-20,81,2.0788187812083345,false
tim,rey,1924-04-20,83,4.582531464619364,false
rey,ana,1924-04-20,98,0.25909257804902386,false
gio,bob,1924-04-20,96,3.2882572982673475,true
mac,pau,1924-04-20,88,9.439683759264202,true
luz,teo,1924-04-20,96,9.954567982258082,true
eli,zoe,1924-04-20,34,4.309268185333032,false
teo,jim,1924-04-20,24,1.5449267724351512,false
ada,eva,1924-04-20,4,6.269861076082258,true
bob,teo,1924-04-20,50,1.6542854020202125,false
riu,rey,1924-04-20,10,3.9446284035547476,false
jim,teo,1924-04-20,89,0.07536921254833517,false
bob,gio,1924-04-20,4,2.8508816289015657,false
rey,eli,1924-04-20,97,7.0223903457442365,false
kia,zoe,1924-04-20,99,7.1484378990415625,false
tim,van,1924-04-20,14,9.614071106802998,false
rey,joe,1924-04-20,54,0.5386221869726981,false
