CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
pau,kia,1924-04-20,32,2.2481400004519037,false
tim,ken,1924-04-20,52,9.81422824101279,true
riu,eli,1924-04-20,57,7.4528066690431185,false
fox,teo,1924-04-20,35,3.1054648600651467,true
jim,jim,1924-04-20,66,7.400806144581748,false
rey,rey,1924-04-20,99,1.923209806385936,true
pau,teo,1924-04-20,85,1.2384953052814274,true
bob,ken,1924-04-20,14,2.4096085053154113,false
luz,kia,1924-04-20,32,6.228419414388789,true
rey,luz,1924-04-20,62,1.2485479694949264,false
ada,teo,1924-04-20,31,8.979285357585399,false
fox,fox,1924-04-20,41,5.9939688161341875,false
eli,van,1924-04-20,35,1.805621831453128,false
van,zoe,1924-04-20,13,9.765855524973816,false
gio,max,1924-04-20,53,3.690723809346439,false
tim,ben,1924-04-20,57,4.615761001079299,false
riu,mac,1924-04-20,4,7.025058656075275,false
pol,riu,1924-04-20,82,1.0192605409672562,false
jim,ada,1924-04-20,34,4.435311564633352,false
jim,teo,1924-04-20,11,3.4213802919848013,false
ada,ana,1924-04-20,66,8.99820754363256,false
eva,jim,1924-04-20,54,2.1689922682257934,false
luz,teo,1924-04-20,24,3.9079384127091723,false
gio,pol,1924-04-20,85,5.586657259301609,false
gio,ben,1924-04-20,46,7.700696561279976,false
van,ana,1924-04-20,61,8.939786231766826,false
riu,max,1924-04-20,6,9.63467955982643,false
mar,ada,1924-04-20,86,7.522098890104244,true
teo,jim,1924-04-20,53,3.0362254190648463,false
pau,max,1924-04-20,18,4.684245775866975,false
ben,ana,1924-04-20,16,4.763770380938167,false
tim,rey,1924-04-20,35,3.0105818565421605,true
ken,eli,1924-04-20,85,8.04241517982881,false
leo,van,1924-04-20,98,4.682320604063548,false
kia,leo,1924-04-20,87,7.6279700718177175,false
teo,eva,1924-04-20,35,9.5894651503581,false
leo,tim,1924-04-20,2,2.623306660924909,false
ben,max,1924-04-20,92,9.722035720872373,false
mac,gio,1924-04-20,3,1.9014717654784763,false
riu,sam,1924-04-20,86,0.9749251902877154,false
van,leo,1924-04-20,41,6.087287748940632,false
pol,zoe,1924-04-20,76,7.720818692075574,false
sam,tim,1924-04-20,65,2.4480398056062835,true
jim,mac,1924-04-20,55,0.10260261954982974,false
zoe,noa,1924-04-20,10,0.9471551721639038,true
ana,tim,1924-04-20,9,1.5467789996416892,false
ada,noa,1924-04-20,30,3.991979578828845,true
max,jim,1924-04-20,80,1.281027996643893,false
gio,pol,1924-04-20,40,8.163225740723936,false
luz,tom,1924-04-20,43,3.4176656306948807,false
mar,gio,1924-04-20,65,7.101192098165281,false
zoe,zoe,1924-04-20,74,9.243692411730008,false
zoe,kia,1924-04-20,1,5.121828064633734,true
zoe,bob,1924-04-20,87,2.8392278151016406,false
gio,joe,1924-04-20,16,9.971248028846558,true
eva,tim,1924-04-20,17,3.2318235735312593,true
eli,ben,1924-04-20,84,8.663027147621678,false
