CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
riu,joe,1924-04-19,47,1.453568079299895,false
eli,tim,1924-04-19,13,6.626094361213603,true
pau,tim,1924-04-19,89,8.84440217400227,true
fox,mac,1924-04-19,10,4.487806246752648,true
gio,ben,1924-04-19,51,5.947439595634727,false
ana,tom,1924-04-19,59,3.380465911981323,false
van,sam,1924-04-19,30,8.505856639654459,false
pau,van,1924-04-19,23,5.237333833067104,false
tom,eva,1924-04-19,97,7.404354090272726,false
eva,bob,1924-04-19,6,8.769338551508902,false
ana,jim,1924-04-19,37,5.383522469268762,false
teo,riu,1924-04-19,62,1.6352651859403278,false
bob,rey,1924-04-19,15,8.189862758746052,false
ana,leo,1924-04-19,38,1.7234254587556386,true
gio,eli,1924-04-19,25,0.741241703788662,false
eva,luz,1924-04-19,72,7.1410952342936564,false
teo,zoe,1924-04-19,4,0.36183610999308113,false
pau,joe,1924-04-19,76,1.1893439947679318,true
ada,max,1924-04-19,44,0.34159711969402484,false
leo,fox,1924-04-19,1,7.582227998503298,false
ana,ken,1924-04-19,7,1.702472786986473,false
jim,ana,1924-04-19,66,5.938445586431712,true
riu,pol,1924-04-19,62,4.487428943215644,true
van,riu,1924-04-19,65,4.877792711060849,false
pau,pol,1924-04-19,86,7.003477431646857,false
ken,van,1924-04-19,68,9.762128043658777,false
mac,joe,1924-04-19,30,1.4775251071454754,false
teo,teo,1924-04-19,68,7.242107331178419,false
tim,gio,1924-04-19,49,5.4262720403136715,true
max,max,1924-04-19,33,9.02579649845516,false
leo,pau,1924-04-19,7,4.490635289235929,false
rey,van,1924-04-19,55,6.5927626235184,true
van,tom,1924-04-19,51,8.599724229210494,false
kia,pau,1924-04-19,38,2.348935557268108,false
tim,ben,1924-04-19,86,7.555936949538703,false
riu,ada,1924-04-19,70,0.8718608547842965,false
sam,luz,1924-04-19,85,8.933091557509316,false
gio,jim,1924-04-19,86,4.011253127971159,true
rey,ada,1924-04-19,98,3.3157920171818756,false
luz,tom,1924-04-19,45,2.3803677250199087,false
sam,noa,1924-04-19,29,0.44686420784188274,false
noa,luz,1924-04-19,34,3.7857240918600277,false
eli,riu,1924-04-19,92,6.76358170856046,false
gio,riu,1924-04-19,29,6.41311942873588,false
tim,jim,1924-04-19,38,6.684773939347769,true
mac,pau,1924-04-19,21,3.8925096236820833,false
pol,ada,1924-04-19,77,0.4457728720820975,false
eli,pol,1924-04-19,75,6.913826259283137,false
fox,eva,1924-04-19,16,1.6621801670675629,false
tom,riu,1924-04-19,17,8.871472581703188,false
gio,gio,1924-04-19,57,1.637252210639234,false
mar,jim,1924-04-19,86,7.205646179536096,true
pol,noa,1924-04-19,86,3.5902649995626925,true
rey,eva,1924-04-19,1,5.533943800925343,false
tom,van,1924-04-19,15,5.088520500509624,false
tom,kia,1924-04-19,4,0.9229110223923065,false
fox,riu,1924-04-19,88,1.6626200437253702,false
max,eva,1924-04-19,41,2.580693286684527,false
ada,luz,1924-04-19,84,3.396421158308327,false
ken,teo,1924-04-19,6,4.848275931838489,false
mar,ada,1924-04-19,6,3.9850223676161223,false
ben,rey,1924-04-19,29,5.546419323345177,false
max,mar,1924-04-19,16,2.6727697884906885,true
fox,bob,1924-04-19,93,7.643749357679807,false
kia,jim,1924-04-19,0,2.8582591257386722,false
zoe,tim,1924-04-19,94,5.911994318567105,false
pau,ana,1924-04-19,97,9.34009154658867,false
zoe,mar,1924-04-19,37,8.53425344406121,false
tom,noa,1924-04-19,12,3.5071662240224635,false
bob,ada,1924-04-19,60,5.435796368114324,true
max,rey,1924-04-19,69,8.09949675697743,false
pol,ken,1924-04-19,94,5.108797682867779,false
mac,sam,1924-04-19,20,9.996303856816265,false
pol,bob,1924-04-19,49,0.8947034282572108,true
max,jim,1924-04-19,45,2.5047553248703682,false
tim,rey,1924-04-19,54,9.064301883364438,false
ada,sam,1924-04-19,38,5.331711662025435,false
van,luz,1924-04-19,32,6.13391454413517,false
tim,mac,1924-04-19,33,5.607869142174604,true
ken,ken,1924-04-19,90,4.224512509946589,false
joe,eva,1924-04-19,61,9.433786066604444,true
rey,tom,1924-04-19,25,9.222046011972749,false
kia,zoe,1924-04-19,56,8.185440408122599,false
