CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
pol,eva,1924-04-19,83,0.8400490398048177,true
eva,eli,1924-04-19,17,9.87260503656618,false
ben,bob,1924-04-19,0,7.922300290637386,false
eva,sam,1924-04-19,15,6.229701259569933,true
fox,pau,1924-04-19,9,1.7610973933300345,true
ada,sam,1924-04-19,59,8.79420467983521,true
jim,ben,1924-04-19,72,8.261564684542552,false
leo,van,1924-04-19,29,2.0943929368321443,false
ken,ada,1924-04-19,63,1.6566858684231256,false
max,eli,1924-04-19,2,2.801269821584599,false
bob,ben,1924-04-19,58,7.237924587353445,true
ana,joe,1924-04-19,54,6.781056896494212,true
ben,sam,1924-04-19,84,7.323147180486095,false
tim,mar,1924-04-19,15,0.20762983225101395,false
ana,ada,1924-04-19,68,2.7515070460693734,false
tom,tim,1924-04-19,48,1.7121307656170248,false
teo,mac,1924-04-19,12,5.8520427016741134,true
sam,mar,1924-04-19,1,2.466790570235599,false
eva,tim,1924-04-19,65,2.7300025316767362,false
ken,tim,1924-04-19,27,0.7991111260584005,false
noa,bob,1924-04-19,96,3.3161521746184777,false
mac,ana,1924-04-19,76,9.317845212449964,false
eli,mar,1924-04-19,2,1.8606603333674754,false
pol,riu,1924-04-19,75,4.216263897099328,true
ada,van,1924-04-19,94,6.132983755014073,true
leo,eva,1924-04-19,29,6.02240767845948,false
mar,leo,1924-04-19,99,9.035380383860916,false
jim,van,1924-04-19,48,7.915096149058249,true
zoe,riu,1924-04-19,4,3.230093128727236,false
bob,gio,1924-04-19,35,0.4568159583126885,false
ken,teo,1924-04-19,97,7.976822462856422,false
ada,zoe,1924-04-19,88,1.8106893396811607,false
zoe,jim,1924-04-19,34,3.5202827390998404,false
van,jim,1924-04-19,46,3.4092795553595145,true
kia,ada,1924-04-19,21,8.593745923479679,true
sam,max,1924-04-19,23,3.138278022169122,false
ben,bob,1924-04-19,46,5.579208565742906,true
tom,eva,1924-04-19,6,9.366570969392534,false
noa,teo,1924-04-19,0,8.660792033509912,false
riu,eva,1924-04-19,92,8.781209957681128,false
zoe,joe,1924-04-19,13,1.7353118816197666,false
ken,jim,1924-04-19,35,9.831176429845726,false
rey,ana,1924-04-19,97,8.65421698129159,true
rey,tim,1924-04-19,45,0.18539855500067537,false
joe,max,1924-04-19,17,1.2438256241056345,false
zoe,riu,1924-04-19,8,3.8166192819464237,true
mac,ben,1924-04-19,93,2.894900075250675,true
max,fox,1924-04-19,37,4.944772784960208,false
pol,teo,1924-04-19,20,3.03326400291964,false
max,bob,1924-04-19,45,5.427811533154319,false
gio,zoe,1924-04-19,1,1.2217695253539695,false
eva,ben,1924-04-19,76,5.831929628505007,false
pau,ana,1924-04-19,47,1.6676074530687035,true
pol,pau,1924-04-19,95,3.9612595928487715,false
noa,eli,1924-04-19,90,6.098780462490828,true
mar,eli,1924-04-19,22,8.699736512113398,false
mar,pau,1924-04-19,86,2.3900701955887973,false
