CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
max,van,1924-04-19,89,6.453354680544886,false
pol,bob,1924-04-19,24,4.907557949672907,true
fox,mar,1924-04-19,95,2.6753323066736643,false
kia,ken,1924-04-19,55,0.4260240284323069,false
sam,van,1924-04-19,57,5.844029982318802,true
zoe,eva,1924-04-19,60,1.3416334283135756,false
rey,ben,1924-04-19,33,1.7289557812736245,true
bob,sam,1924-04-19,70,9.912482537606023,false
ana,ada,1924-04-19,46,0.7831729499568862,false
gio,mar,1924-04-19,16,9.536931133488725,false
fox,ada,1924-04-19,82,6.424994940213786,true
leo,teo,1924-04-19,93,1.604962695344122,false
ken,mar,1924-04-19,85,4.757516375222858,false
pau,joe,1924-04-19,96,8.493303833919704,false
eli,leo,1924-04-19,86,4.432584698286332,true
rey,gio,1924-04-19,29,8.232681973366482,false
joe,luz,1924-04-19,80,6.9900530285282425,false
max,mac,1924-04-19,34,2.8319695063282224,false
bob,noa,1924-04-19,85,6.670536488969708,false
sam,ana,1924-04-19,31,9.483633916490248,false
tom,zoe,1924-04-19,68,4.522340865724477,true
gio,ana,1924-04-19,31,5.255058144018983,false
ana,ana,1924-04-19,78,9.671401923134418,false
ken,zoe,1924-04-19,6,9.375632434259254,true
leo,fox,1924-04-19,77,7.6900249869432225,true
riu,tom,1924-04-19,79,8.464754355720762,true
ana,ken,1924-04-19,58,0.8061496967605608,false
tom,rey,1924-04-19,29,5.816935275181141,false
leo,kia,1924-04-19,49,7.133902091091815,true
sam,jim,1924-04-19,33,9.427425608273085,false
teo,joe,1924-04-19,89,7.786483344829459,false
teo,van,1924-04-19,48,1.3433554166089634,true
tom,van,1924-04-19,50,7.056035789056468,false
luz,ken,1924-04-19,3,1.5322496974696542,false
ken,ana,1924-04-19,0,7.684953727209972,true
gio,tim,1924-04-19,89,3.887223224449027,false
fox,bob,1924-04-19,64,4.596814457391101,false
eva,sam,1924-04-19,43,2.1977146709926676,false
ken,rey,1924-04-19,57,5.478150800633972,false
jim,ken,1924-04-19,14,4.285401699895699,false
pau,mac,1924-04-19,2,3.604725677864132,false
ada,ken,1924-04-19,84,5.673021784194575,false
tim,eva,1924-04-19,80,5.168271302068441,true
kia,ben,1924-04-19,1,0.12470214940808133,false
max,teo,1924-04-19,72,6.933867388025634,false
jim,sam,1924-04-19,75,7.296190303698349,true
bob,rey,1924-04-19,0,5.665140004641806,false
van,teo,1924-04-19,88,1.7389894352416346,true
mar,teo,1924-04-19,57,1.2161433773177133,true
mar,ken,1924-04-19,97,8.31518096405065,false
eva,eva,1924-04-19,37,0.6562874049608336,false
ben,ada,1924-04-19,14,5.718129990620762,true
zoe,max,1924-04-19,38,9.576333117712684,true
rey,ana,1924-04-19,58,3.8889096467208963,false
tom,eva,1924-04-19,20,6.864612866680076,false
mac,joe,1924-04-19,77,3.361188607704756,false
kia,kia,1924-04-19,80,7.577514719453444,false
pau,ana,1924-04-19,84,9.028902743537476,true
ben,gio,1924-04-19,13,8.397599837424863,false
kia,rey,1924-04-19,83,5.157626441872294,false
van,pau,1924-04-19,89,5.9538305832877185,false
pol,van,1924-04-19,25,7.948540846471982,false
pau,ada,1924-04-19,37,8.213774372580495,false
mac,mac,1924-04-19,44,0.22252653743794926,false
eli,ada,1924-04-19,9,7.0732551046916505,false
ken,joe,1924-04-19,28,3.4261152586070462,false
ana,eli,1924-04-19,30,7.1256555669088435,false
riu,kia,1924-04-19,10,1.2165732024755072,true
tim,tim,1924-04-19,4,6.816207767852954,false
zoe,ken,1924-04-19,12,9.614613741010515,false
ana,gio,1924-04-19,4,7.1810654978941315,true
riu,ben,1924-04-19,13,2.268814654486364,false
noa,eli,1924-04-19,9,1.716886745609838,false
pol,van,1924-04-19,3,6.708299693007823,false
max,tim,1924-04-19,12,0.7816361565208085,false
ben,sam,1924-04-19,38,2.7034685636822298,false
joe,ada,1924-04-19,64,9.117911454987048,false
ada,luz,1924-04-19,73,5.0199507528574205,false
tom,tom,1924-04-19,93,7.94962412632351,false
ben,mar,1924-04-19,87,6.515233229412996,false
max,tim,1924-04-19,39,2.8296669561973298,false
tim,joe,1924-04-19,12,7.280986115116833,false
sam,max,1924-04-19,12,7.408492362723224,false
tom,fox,1924-04-19,81,1.95512079897318,true
tim,riu,1924-04-19,33,2.6961134999980163,true
fox,tom,1924-04-19,48,9.068630138998987,true
riu,rey,1924-04-19,43,3.1018944573895824,false
fox,tom,1924-04-19,76,7.751250693821924,false
teo,ben,1924-04-19,14,7.317609336233131,false
ben,pau,1924-04-19,15,8.938051998000157,true
rey,rey,1924-04-19,34,8.88859562515346,true
mac,gio,1924-04-19,79,6.83707228371814,false
eli,rey,1924-04-19,52,8.12111898987364,false
mar,eva,1924-04-19,75,9.12924953102534,true
joe,mar,1924-04-19,36,8.375197383080481,false
tom,eva,1924-04-19,72,2.16434710659576,false
luz,ken,1924-04-19,25,7.343463247221695,false
gio,van,1924-04-19,77,6.66893839637804,false
tom,pol,1924-04-19,53,9.503231301605382,false
bob,joe,1924-04-19,49,0.1924308525568541,false
ada,eva,1924-04-19,91,9.181395822050431,false
mac,rey,1924-04-19,68,3.8593408582728825,true
van,rey,1924-04-19,0,1.5208596586410417,false
sam,gio,1924-04-19,29,9.22986405035756,false
eli,fox,1924-04-19,29,7.8525944253007305,false
tim,riu,1924-04-19,45,6.408817896193327,false
kia,sam,1924-04-19,32,1.5217507058172963,false
luz,riu,1924-04-19,88,4.313703526858043,false
jim,fox,1924-04-19,60,5.104250233318222,true
ben,pol,1924-04-19,42,3.63259528264285,false
leo,zoe,1924-04-19,80,5.466251697340807,false
riu,eva,1924-04-19,38,1.0643229101550655,false
sam,noa,1924-04-19,99,4.7406285958239085,false
gio,zoe,1924-04-19,98,6.759596687656167,false
leo,riu,1924-04-19,40,8.660527319283416,false
pol,ada,1924-04-19,51,1.7957773764986684,false
ana,bob,1924-04-19,65,1.5145393199741075,false
teo,gio,1924-04-19,85,6.804204714681669,true
bob,ana,1924-04-19,63,9.500016016813206,false
sam,tim,1924-04-19,33,4.346894101324321,false
sam,ana,1924-04-19,43,3.3265227560996924,false
