CALLER,CALLED,DAY_DT,DURATION,PRICE,INTERNATIONAL
teo,noa,1924-04-19,11,5.146349558572549,true
gio,tim,1924-04-19,65,5.052024831008524,false
max,ken,1924-04-19,67,5.839511818029035,false
rey,eva,1924-04-19,86,4.46891863775649,false
jim,mac,1924-04-19,75,9.375078175613472,false
leo,eli,1924-04-19,61,1.515346584422902,false
kia,joe,1924-04-19,49,7.289765665673009,false
van,max,1924-04-19,41,5.964156278316395,false
ken,ada,1924-04-19,89,0.4621841740539856,false
zoe,luz,1924-04-19,42,2.199955838642466,false
leo,pau,1924-04-19,80,4.1972025837146,false
jim,mar,1924-04-19,48,6.862422084331782,false
jim,eva,1924-04-19,74,9.112220733745684,true
bob,sam,1924-04-19,36,4.050786348036559,false
rey,riu,1924-04-19,84,3.383682526163869,false
pau,pau,1924-04-19,23,2.669421134478278,false
riu,teo,1924-04-19,87,7.591491324179843,false
kia,ada,1924-04-19,56,4.898642757678036,false
ana,eva,1924-04-19,63,2.8638354053633153,false
gio,mar,1924-04-19,40,4.022721806702751,true
noa,pau,1924-04-19,85,3.223444816950636,false
tim,jim,1924-04-19,81,0.8149564653863128,false
noa,jim,1924-04-19,5,4.220264083037523,false
pau,pol,1924-04-19,33,7.362137445526358,true
jim,riu,1924-04-19,95,3.256529450645661,false
fox,tim,1924-04-19,42,0.02166988329977637,true
ada,eva,1924-04-19,35,8.33671363184353,false
teo,kia,1924-04-19,20,7.082287572144126,false
eli,pol,1924-04-19,18,3.6476155465694604,false
ada,van,1924-04-19,96,6.506824395137373,true
jim,ada,1924-04-19,44,9.213338532833278,true
leo,sam,1924-04-19,77,6.8045136586307295,false
gio,zoe,1924-04-19,45,1.6634567046454996,true
fox,ben,1924-04-19,11,4.9643511293537195,true
ben,eva,1924-04-19,46,2.072938896866008,false
van,jim,1924-04-19,8,1.9804606460034901,false
max,pau,1924-04-19,81,2.279857351165192,false
eli,zoe,1924-04-19,73,2.2648043922793604,false
kia,tim,1924-04-19,1,1.8476651803024768,false
teo,rey,1924-04-19,94,1.892358057947332,false
ana,kia,1924-04-19,64,4.984056624144573,false
van,luz,1924-04-19,51,1.8859875024024209,false
sam,leo,1924-04-19,52,3.135019551157604,false
riu,tom,1924-04-19,14,2.2423371048027674,false
jim,ada,1924-04-19,4,2.7407665837217388,false
jim,tim,1924-04-19,64,9.100701794076908,false
mar,eva,1924-04-19,78,7.588665848705388,false
tom,leo,1924-04-19,18,8.034006524013439,false
pol,ken,1924-04-19,29,5.7149128826170505,false
joe,gio,1924-04-19,47,2.6699068328999975,false
ken,zoe,1924-04-19,33,9.253967510274052,false
riu,eli,1924-04-19,64,0.5139779424822277,false
riu,eli,1924-04-19,12,7.1447701762602245,true
eva,max,1924-04-19,12,8.456192653636382,false
riu,noa,1924-04-19,53,7.448948252985879,true
van,rey,1924-04-19,75,0.5288011766548928,false
noa,van,1924-04-19,59,3.6993280500936034,false
zoe,ana,1924-04-19,48,9.246403183917938,true
ada,bob,1924-04-19,58,2.7834033867879127,false
mar,fox,1924-04-19,10,5.264317812960427,false
noa,rey,1924-04-19,44,0.6076774990152123,false
tom,jim,1924-04-19,48,1.979467980535491,false
jim,kia,1924-04-19,68,9.996903007287402,false
kia,leo,1924-04-19,94,2.1467849153172236,false
ben,max,1924-04-19,79,2.956965793980997,false
luz,ada,1924-04-19,87,0.5734960057954364,false
tim,joe,1924-04-19,82,3.332540369964426,false
leo,mac,1924-04-19,90,3.9206869743664283,false
tim,joe,1924-04-19,25,4.448480178526638,true
sam,zoe,1924-04-19,1,1.6399800668142561,false
teo,rey,1924-04-19,84,9.982233334746388,false
ada,fox,1924-04-19,14,7.587262020522418,false
gio,van,1924-04-19,31,7.744156880646526,false
noa,van,1924-04-19,56,2.5660143298782687,false
tom,jim,1924-04-19,31,4.314511468684636,false
eva,teo,1924-04-19,19,1.5659152102177776,false
kia,gio,1924-04-19,10,1.3960852101646948,false
tim,ken,1924-04-19,43,6.095883028183508,false
van,ana,1924-04-19,94,5.454166718304954,false
gio,eva,1924-04-19,52,7.764100908986017,false
riu,ada,1924-04-19,8,6.617592732485596,false
riu,jim,1924-04-19,88,9.025771112809423,true
fox,mar,1924-04-19,71,6.823930765626053,false
leo,noa,1924-04-19,70,2.7920070604416525,false
pau,max,1924-04-19,27,5.981284568625211,false
max,ana,1924-04-19,14,0.22172366908477792,false
kia,teo,1924-04-19,26,9.893236701741792,false
leo,pau,1924-04-19,90,8.613210826637914,false
sam,eva,1924-04-19,94,3.507873841778845,true
mac,ana,1924-04-19,79,0.9425862474922442,false
bob,van,1924-04-19,11,9.22415697859111,true
jim,riu,1924-04-19,85,0.5913653191315393,true
van,leo,1924-04-19,26,0.7649246974525115,true
eli,eli,1924-04-19,0,3.602990327882539,false
tom,noa,1924-04-19,64,1.2200308005437832,true
eva,eva,1924-04-19,32,0.842719998333632,false
tim,rey,1924-04-19,27,3.560330859621501,false
eva,sam,1924-04-19,32,0.9493016144598276,false
ken,ada,1924-04-19,62,4.453033470326123,false
noa,joe,1924-04-19,77,7.137077041511421,false
mar,zoe,1924-04-19,31,4.722729413964436,false
kia,noa,1924-04-19,0,4.506735790009771,false
tim,ada,1924-04-19,21,2.1855002496656164,true
tim,sam,1924-04-19,46,8.336584493847209,false
riu,ada,1924-04-19,57,4.894653617092757,false
tim,jim,1924-04-19,19,1.8171670266057582,false
ken,tim,1924-04-19,16,1.2352328411977298,true
pol,ada,1924-04-19,13,6.1357496557094,false
rey,teo,1924-04-19,32,1.6291331210048743,false
pol,fox,1924-04-19,37,1.727252806991546,false
tim,pau,1924-04-19,49,0.24379183114989877,false
jim,tom,1924-04-19,90,3.4936327567834247,true
riu,gio,1924-04-19,14,2.1107727169574177,false
