0,-2910146171535338090,188112993976614467,-4535551292576113116,events.kaloo.ga,http://www.superdeporte.es/levante/2017/06/05/krohn-dehli-prepara-maletas/338106.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/86.0.0.48.52;FBBV/53842252;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.",http://events.kaloo.ga/event?pid=4104&aid=119148969&eventtype=articlehit&sid=rtrnfj&location=http%3A%2F%2Fwww.superdeporte.es%2Fle,1101,414,2017-03-02T18:33:05.180+01:00,2017-03-02T18:33:05.240+01:00,8NubGl6ts6LGbBjnP1dFF191q8RMkKFo+w2hSwSBkxg=,80,200,32
0,-7960956648710183409,-4006666080633000828,-4535551292576113116,as.casalemedia.com,http://as.com/?omnaut=1,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",http://as.casalemedia.com/cygnus?v=7&fn=cygnus_index_parse_res&s=198589&r=%7B%22id%22%3A%22654796307%22%2C%22site%22%3A%7B%22page%,2139,1102,2017-03-02T18:33:03.730+01:00,2017-03-02T18:33:03.960+01:00,uZHRrNRynDstUJWYcr+jlVQnty6AGJ5bW71BJXJVR0A=,80,200,0
0,1935315159020669449,-8126702049499528210,-5102864179772001869,au.download.windowsupdate.com,NULL,Microsoft BITS/7.8,http://au.download.windowsupdate.com/c/msdownload/update/software/dflt/2017/04/microsoft.mainos.production_lang_th-th.cbs_fa20e9e2,519,460,2017-03-02T18:30:32.000+01:00,2017-03-02T18:30:32.020+01:00,aHiMaZhrby2YjZEo45SdqmUdD1jaU1W4UdttwHGkoB8=,80,307,32
0,3375843485624221788,7406852076528349656,-4535551292576113116,atres.red,http://m.facebook.com/,"Mozilla/5.0 (Linux; Android 6.0.1; ONE A2003 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/126.0.0.23.77;]",http://atres.red:80/wule72,909,801,2017-03-02T18:37:12.300+01:00,2017-03-02T18:37:12.670+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,301,0
0,-594196033946826229,8079957224087319753,-4535551292576113116,ct217.dsr.livefyre.com,http://www.lavanguardia.com/local/sevilla/20170605/423205766478/psoe-a-ciudadanos-analizaran-cumplimiento-acuerdo-investidura-legi,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A510F Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",http://ct217.dsr.livefyre.com/v3.1/collection/198527680/0/?multi=true&jid&siteId=351112&networkId=grupogodo1.fyre.co&backend=DTH&r,837,498,2017-03-02T18:37:15.410+01:00,2017-03-02T18:37:15.470+01:00,g8ox9KuJ8K71E8afZqLxfQRbNi6Ciwbfb+cuzB8J+Gw=,80,200,0
1,-993268880577064299,-2476825911692916518,-4535551292576113116,www.google.com,NULL,Dalvik/2.1.0 (Linux; U; Android 5.1.1; HUAWEI P7-L10 Build/HuaweiP7-L10C40B829),http://www.google.com/,336,703,2017-03-02T18:35:41.340+01:00,2017-03-02T18:35:41.410+01:00,Okkb4VXXPiKIQXOMrjpazBM4RYMgd1fyKPlj7t6gplw=,80,302,0
0,6372632332175688806,-4240750957730659348,-4535551292576113116,2.bp.blogspot.com,http://mangakakalot.com/chapter/lookism/chapter_38,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",http://2.bp.blogspot.com/-sT3Z4OgO0-k/V-AQTXooiWI/AAAAAACCJlI/klvc63m24Ro/w1900/MR-30607-680265-13.jpg,5303,130355,2017-03-02T18:35:35.520+01:00,2017-03-02T18:35:38.420+01:00,JLn8DhIPTi4YYB2LrJ6u+zrhmmwIlc0mV00FDC1Kc4Q=,80,200,32
0,-9172089818821469287,6867344988951506903,-4535551292576113116,staticxx.facebook.com,http://www.lamarihuana.com/foros/threads/plantar-ahora-en-junio.38054/,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",http://staticxx.facebook.com/connect/xd_arbiter/r/0F7S7QWJ0Ac.js?version=42,1412,16600,2017-03-02T18:38:16.940+01:00,2017-03-02T18:38:16.960+01:00,EcVnnx3q4M03bSlCRacg/v4LQ1aG6C4+5mPSP0eehac=,80,200,32
0,-8590152981567754514,-6290110275754243200,4763078331069851813,ocsp.digicert.com,NULL,securityd (unknown version) CFNetwork/811.5.4 Darwin/16.6.0,http://ocsp.digicert.com/MFYwVKADAgEAME0wSzBJMAkGBSsOAwIaBQAEFEn0vYoYv3YGmMXeQC1oO3Fq5OaGBBQ901Cl1qCt7vNKYApl0yHU%2BPjWDwIQB%2FHLM,587,1083,2017-03-02T18:35:25.820+01:00,2017-03-02T18:35:25.890+01:00,j1ULDVKbfF0ZW0jZY186IkLp+FMFqnZRi7JGpwNe5eg=,80,200,32
0,-4766514937703079315,-7034204944237939028,-4535551292576113116,cdn.krxd.net,http://cdn.krxd.net/partnerjs/xdi/proxy.3d2100fd7107262ecb55ce6847f01fa5.html,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://cdn.krxd.net/controltag/qk36wkwac.js,1265,3912,2017-03-02T18:35:21.950+01:00,2017-03-02T18:35:21.980+01:00,Zmp2cX0c/TwkJZ4q333Dpbx90Kt4GjRPvv33PsBaXNs=,80,200,32
